Method,K,gamma,time_cost
Random,3,25,5.803293943405151
Random,3,27,5.548959970474243
Random,3,29,5.63714599609375
Random,3,31,5.631302118301392
Random,3,33,5.482676982879639
Random,3,35,5.71605110168457
Random,3,37,5.810830116271973
Random,3,39,5.973048210144043
Random,3,41,5.97272515296936
Random,3,43,5.719135046005249
Random,3,45,5.977250099182129
Random,3,47,5.9292731285095215
Random,3,49,5.974226951599121
Random,3,51,5.958525896072388
Random,3,53,5.841040134429932
Random,3,55,5.800534009933472
Random,3,57,5.664621829986572
Random,3,59,5.889272212982178
Random,3,61,6.046837091445923
Random,3,63,6.03393816947937
Random,3,65,5.975093841552734
Random,3,67,5.6959450244903564
Random,3,69,5.826952934265137
Random,3,71,5.628192901611328
Random,3,73,5.90802001953125
Random,3,75,5.761123180389404
Random,3,77,5.819597244262695
Random,3,79,5.735323905944824
Random,3,81,5.483645915985107
Random,3,83,5.758940935134888
Random,3,85,5.870165109634399
Random,3,87,5.423504829406738
Random,3,89,6.1066648960113525
Random,3,91,5.82105016708374
Random,3,93,5.643337965011597
Random,3,95,5.649526119232178
Random,3,97,5.903075218200684
Random,3,99,5.280365943908691
Random,3,101,5.283268690109253
Random,3,103,5.249665021896362
Random,3,105,5.2523698806762695
Random,3,107,5.279206037521362
Random,3,109,5.654581785202026
Random,3,111,5.36264181137085
Random,3,113,5.704426050186157
Random,3,115,5.365095138549805
Random,3,117,5.295301914215088
Random,3,119,5.28489089012146
Random,3,121,5.407377243041992
Random,3,123,5.727458953857422
Random,3,125,5.972231149673462
Random,3,127,5.8615028858184814
Random,3,129,5.923259019851685
Random,3,131,5.693459987640381
Random,3,133,5.835566759109497
Random,3,135,6.000824213027954
Random,3,137,5.840986013412476
Random,3,139,5.513601064682007
Random,3,141,5.313902854919434
Random,3,143,5.286236047744751
Random,3,145,5.321871995925903
Random,3,147,5.267967939376831
Random,3,149,5.282494068145752
