Method,K,gamma,time_cost
ClusterMedian,4,131,5.623024940490723
ClusterMedian,4,133,5.685194969177246
ClusterMedian,4,135,5.874665260314941
ClusterMedian,4,137,5.780516862869263
ClusterMedian,4,139,5.660666227340698
ClusterMedian,4,141,5.468756914138794
ClusterMedian,4,143,5.8733460903167725
ClusterMedian,4,145,5.654443025588989
ClusterMedian,4,147,5.782225131988525
ClusterMedian,4,149,6.054255247116089
RandomDataPoint,4,5,5.940320014953613
RandomDataPoint,4,7,5.508829832077026
RandomDataPoint,4,9,5.686529159545898
RandomDataPoint,4,11,5.661549091339111
RandomDataPoint,4,13,5.5794358253479
RandomDataPoint,4,15,5.449719190597534
RandomDataPoint,4,17,5.580729961395264
RandomDataPoint,4,19,5.7378480434417725
RandomDataPoint,4,21,5.580240249633789
RandomDataPoint,4,23,6.0284223556518555
RandomDataPoint,4,25,5.9530980587005615
RandomDataPoint,4,27,6.171061992645264
RandomDataPoint,4,29,5.363508939743042
RandomDataPoint,4,31,5.748135328292847
RandomDataPoint,4,33,5.332740306854248
RandomDataPoint,4,35,5.544514179229736
RandomDataPoint,4,37,5.429171085357666
RandomDataPoint,4,39,5.62544584274292
RandomDataPoint,4,41,5.9862446784973145
RandomDataPoint,4,43,5.710256814956665
RandomDataPoint,4,45,5.730356931686401
RandomDataPoint,4,47,5.699530601501465
RandomDataPoint,4,49,5.782219886779785
RandomDataPoint,4,51,5.884864091873169
RandomDataPoint,4,53,5.837041854858398
RandomDataPoint,4,55,5.9815590381622314
RandomDataPoint,4,57,5.9806272983551025
RandomDataPoint,4,59,5.67314887046814
RandomDataPoint,4,61,5.905741930007935
RandomDataPoint,4,63,5.744316816329956
RandomDataPoint,4,65,5.498725175857544
RandomDataPoint,4,67,5.5989391803741455
RandomDataPoint,4,69,5.644193172454834
RandomDataPoint,4,71,5.7527382373809814
RandomDataPoint,4,73,5.666703224182129
RandomDataPoint,4,75,5.945495128631592
RandomDataPoint,4,77,6.068196058273315
RandomDataPoint,4,79,5.790371894836426
RandomDataPoint,4,81,5.722487926483154
RandomDataPoint,4,83,5.889124155044556
RandomDataPoint,4,85,5.743383884429932
RandomDataPoint,4,87,5.544011116027832
RandomDataPoint,4,89,5.4380528926849365
RandomDataPoint,4,91,5.448332071304321
RandomDataPoint,4,93,5.652388095855713
RandomDataPoint,4,95,5.554532766342163
RandomDataPoint,4,97,5.605906009674072
RandomDataPoint,4,99,5.69006609916687
RandomDataPoint,4,101,5.820712089538574
RandomDataPoint,4,103,5.711292028427124
RandomDataPoint,4,105,5.299370050430298
RandomDataPoint,4,107,5.332137107849121
RandomDataPoint,4,109,5.534211874008179
RandomDataPoint,4,111,5.38098406791687
RandomDataPoint,4,113,5.696027994155884
RandomDataPoint,4,115,5.62206506729126
RandomDataPoint,4,117,5.859130144119263
RandomDataPoint,4,119,5.806344985961914
RandomDataPoint,4,121,5.778800010681152
RandomDataPoint,4,123,5.775547981262207
RandomDataPoint,4,125,6.0148539543151855
RandomDataPoint,4,127,5.819615125656128
RandomDataPoint,4,129,5.715185165405273
RandomDataPoint,4,131,5.815462350845337
RandomDataPoint,4,133,5.869128227233887
RandomDataPoint,4,135,5.514736890792847
RandomDataPoint,4,137,5.600677251815796
RandomDataPoint,4,139,5.765880107879639
RandomDataPoint,4,141,5.99207878112793
RandomDataPoint,4,143,5.913926124572754
RandomDataPoint,4,145,5.989125967025757
RandomDataPoint,4,147,6.047615051269531
RandomDataPoint,4,149,5.9093968868255615
Random,4,5,6.01597785949707
Random,4,7,5.4653661251068115
Random,4,9,5.606612920761108
Random,4,11,5.502902984619141
Random,4,13,5.516197919845581
Random,4,15,5.9066550731658936
Random,4,17,5.331953048706055
Random,4,19,5.747936010360718
Random,4,21,5.677302837371826
Random,4,23,5.6389570236206055
Random,4,25,5.7967939376831055
Random,4,27,5.765994071960449
Random,4,29,5.440538167953491
Random,4,31,5.235732078552246
Random,4,33,5.4051759243011475
Random,4,35,5.646959066390991
Random,4,37,5.754575252532959
Random,4,39,5.547295093536377
Random,4,41,5.553032875061035
Random,4,43,5.681401968002319
Random,4,45,5.763688087463379
Random,4,47,5.327978849411011
Random,4,49,5.595118045806885
Random,4,51,5.371600151062012
Random,4,53,5.8281731605529785
Random,4,55,5.357915878295898
Random,4,57,5.35663366317749
Random,4,59,5.269629955291748
Random,4,61,5.658674955368042
Random,4,63,5.162315130233765
Random,4,65,5.191019058227539
Random,4,67,5.509099006652832
Random,4,69,5.188838958740234
Random,4,71,5.433393955230713
Random,4,73,5.536029815673828
Random,4,75,5.611057758331299
Random,4,77,5.502510070800781
Random,4,79,5.475306987762451
Random,4,81,5.921396017074585
Random,4,83,5.624090194702148
Random,4,85,5.422776937484741
Random,4,87,5.422220230102539
Random,4,89,5.555299997329712
Random,4,91,5.846992254257202
Random,4,93,5.582621097564697
Random,4,95,5.988421678543091
Random,4,97,6.105950832366943
Random,4,99,6.140965938568115
Random,4,101,5.892460107803345
Random,4,103,5.737818956375122
Random,4,105,5.510517120361328
Random,4,107,5.937639951705933
Random,4,109,6.077931880950928
Random,4,111,5.737756967544556
Random,4,113,5.694199085235596
Random,4,115,5.841136932373047
Random,4,117,5.61752986907959
Random,4,119,5.890769004821777
Random,4,121,5.69022798538208
Random,4,123,5.5399181842803955
Random,4,125,5.510873079299927
Random,4,127,5.554545164108276
Random,4,129,5.765612840652466
Random,4,131,6.027449131011963
Random,4,133,5.5224292278289795
Random,4,135,5.8751301765441895
Random,4,137,5.429333925247192
Random,4,139,5.595096826553345
Random,4,141,5.794968605041504
Random,4,143,6.017107009887695
Random,4,145,5.934333801269531
Random,4,147,5.66451096534729
Random,4,149,5.43232798576355
