Method,K,gamma,time_cost
ClusterMedian,4,139,5.2880730628967285
ClusterMedian,4,141,5.3845202922821045
ClusterMedian,4,143,5.269817113876343
ClusterMedian,4,145,5.267388820648193
ClusterMedian,4,147,5.322497844696045
ClusterMedian,4,149,5.796318292617798
RandomDataPoint,4,5,5.919920921325684
RandomDataPoint,4,7,5.720772981643677
RandomDataPoint,4,9,5.6139960289001465
RandomDataPoint,4,11,5.368753910064697
RandomDataPoint,4,13,5.786391019821167
RandomDataPoint,4,15,5.404821872711182
RandomDataPoint,4,17,5.943976879119873
RandomDataPoint,4,19,5.599610090255737
RandomDataPoint,4,21,5.497457981109619
RandomDataPoint,4,23,5.382965087890625
RandomDataPoint,4,25,5.596330881118774
RandomDataPoint,4,27,5.276817798614502
RandomDataPoint,4,29,5.223133087158203
RandomDataPoint,4,31,5.703162908554077
RandomDataPoint,4,33,5.4812421798706055
RandomDataPoint,4,35,5.6737449169158936
RandomDataPoint,4,37,5.963943958282471
RandomDataPoint,4,39,5.925971031188965
RandomDataPoint,4,41,5.3907470703125
RandomDataPoint,4,43,5.931971788406372
RandomDataPoint,4,45,5.993605852127075
RandomDataPoint,4,47,5.423451900482178
RandomDataPoint,4,49,5.653180837631226
RandomDataPoint,4,51,5.66657280921936
RandomDataPoint,4,53,5.775483131408691
RandomDataPoint,4,55,6.107530117034912
RandomDataPoint,4,57,5.662800312042236
RandomDataPoint,4,59,5.340325117111206
RandomDataPoint,4,61,5.312043905258179
RandomDataPoint,4,63,5.3183982372283936
RandomDataPoint,4,65,5.808917999267578
RandomDataPoint,4,67,5.910550117492676
RandomDataPoint,4,69,5.927924871444702
RandomDataPoint,4,71,5.659921884536743
RandomDataPoint,4,73,5.729127883911133
RandomDataPoint,4,75,5.51521897315979
RandomDataPoint,4,77,5.916126012802124
RandomDataPoint,4,79,5.7444140911102295
RandomDataPoint,4,81,6.004574775695801
RandomDataPoint,4,83,5.917996883392334
RandomDataPoint,4,85,5.83293604850769
RandomDataPoint,4,87,5.2772181034088135
RandomDataPoint,4,89,5.701627731323242
RandomDataPoint,4,91,5.5755860805511475
RandomDataPoint,4,93,5.737760066986084
RandomDataPoint,4,95,5.725194931030273
RandomDataPoint,4,97,5.543247222900391
RandomDataPoint,4,99,5.795114994049072
RandomDataPoint,4,101,5.5053181648254395
RandomDataPoint,4,103,5.268435001373291
RandomDataPoint,4,105,5.308629035949707
RandomDataPoint,4,107,5.27953577041626
RandomDataPoint,4,109,5.29460597038269
RandomDataPoint,4,111,5.666707992553711
RandomDataPoint,4,113,5.863339900970459
RandomDataPoint,4,115,6.770956039428711
RandomDataPoint,4,117,6.624399185180664
RandomDataPoint,4,119,6.321630001068115
RandomDataPoint,4,121,6.426400899887085
RandomDataPoint,4,123,6.209455251693726
RandomDataPoint,4,125,6.530277252197266
RandomDataPoint,4,127,5.765527963638306
RandomDataPoint,4,129,5.47161602973938
RandomDataPoint,4,131,5.666674852371216
RandomDataPoint,4,133,5.544410228729248
RandomDataPoint,4,135,6.374513864517212
RandomDataPoint,4,137,5.9692161083221436
RandomDataPoint,4,139,5.541056871414185
RandomDataPoint,4,141,5.67880392074585
RandomDataPoint,4,143,6.196680784225464
RandomDataPoint,4,145,5.669203042984009
RandomDataPoint,4,147,5.731607913970947
RandomDataPoint,4,149,5.9699201583862305
Random,4,5,5.45240592956543
Random,4,7,6.190484046936035
Random,4,9,6.2876057624816895
Random,4,11,6.047046899795532
Random,4,13,6.281477928161621
Random,4,15,5.562467098236084
Random,4,17,5.563844203948975
Random,4,19,5.713939905166626
Random,4,21,5.947177886962891
Random,4,23,6.131224155426025
Random,4,25,5.7837231159210205
Random,4,27,6.097232103347778
Random,4,29,5.985495090484619
Random,4,31,6.058440923690796
Random,4,33,5.7739012241363525
Random,4,35,5.999133825302124
Random,4,37,6.156491041183472
Random,4,39,5.981029033660889
Random,4,41,6.430206060409546
Random,4,43,6.733614921569824
Random,4,45,5.849325180053711
Random,4,47,5.887115001678467
Random,4,49,6.081908941268921
Random,4,51,6.137514114379883
Random,4,53,6.145960807800293
Random,4,55,5.723313093185425
Random,4,57,6.074573278427124
Random,4,59,6.230663299560547
Random,4,61,6.190867900848389
Random,4,63,6.234078884124756
Random,4,65,6.33433198928833
Random,4,67,6.364930868148804
Random,4,69,6.25335693359375
Random,4,71,5.7179858684539795
Random,4,73,6.531578063964844
Random,4,75,5.7225258350372314
Random,4,77,5.769296884536743
Random,4,79,5.741947174072266
Random,4,81,5.995584964752197
Random,4,83,6.5619590282440186
Random,4,85,6.672638893127441
Random,4,87,5.871652126312256
Random,4,89,6.073731899261475
Random,4,91,5.475683212280273
Random,4,93,5.57496190071106
Random,4,95,6.003137588500977
Random,4,97,6.6152307987213135
Random,4,99,6.650371074676514
Random,4,101,6.2982683181762695
Random,4,103,6.185516119003296
Random,4,105,5.629492998123169
Random,4,107,5.268480062484741
Random,4,109,5.393183946609497
Random,4,111,5.412765979766846
Random,4,113,5.398492097854614
Random,4,115,5.820032119750977
Random,4,117,5.917804718017578
Random,4,119,5.496864080429077
Random,4,121,5.4203760623931885
Random,4,123,5.575083017349243
Random,4,125,5.460734844207764
Random,4,127,5.8577868938446045
Random,4,129,7.460118055343628
Random,4,131,6.072923898696899
Random,4,133,6.5493388175964355
Random,4,135,6.099366903305054
Random,4,137,6.862857818603516
Random,4,139,6.979178190231323
Random,4,141,6.454230070114136
Random,4,143,8.383391380310059
Random,4,145,5.887606143951416
Random,4,147,5.620418071746826
Random,4,149,6.103859901428223
